,created_at,day_label,relevance_label
591902788252094464,Sat Apr 25 09:53:16 +0000 2015,0,relevant
591910555230851072,Sat Apr 25 10:24:08 +0000 2015,0,relevant
591902975439675392,Sat Apr 25 09:54:01 +0000 2015,0,relevant
592673282266103809,Mon Apr 27 12:54:56 +0000 2015,2,relevant
592962311800786946,Tue Apr 28 08:03:26 +0000 2015,3,relevant
591902790143713281,Sat Apr 25 09:53:16 +0000 2015,0,relevant
592592213982507008,Mon Apr 27 07:32:48 +0000 2015,2,relevant
592593263472717825,Mon Apr 27 07:36:58 +0000 2015,2,relevant
591903033501556736,Sat Apr 25 09:54:14 +0000 2015,0,relevant
591902740067954688,Sat Apr 25 09:53:04 +0000 2015,0,relevant
591903266532823041,Sat Apr 25 09:55:10 +0000 2015,0,relevant
591902746753765376,Sat Apr 25 09:53:06 +0000 2015,0,relevant
591903387060281344,Sat Apr 25 09:55:39 +0000 2015,0,relevant
591961259513421824,Sat Apr 25 13:45:37 +0000 2015,0,relevant
592620230112845825,Mon Apr 27 09:24:07 +0000 2015,2,relevant
592849065236439043,Tue Apr 28 00:33:26 +0000 2015,3,relevant
592700585570361344,Mon Apr 27 14:43:26 +0000 2015,2,relevant
591903101386293248,Sat Apr 25 09:54:31 +0000 2015,0,relevant
591903127390932992,Sat Apr 25 09:54:37 +0000 2015,0,relevant
591963543655882752,Sat Apr 25 13:54:41 +0000 2015,0,relevant
591903321306361856,Sat Apr 25 09:55:23 +0000 2015,0,relevant
592085504721575936,Sat Apr 25 21:59:19 +0000 2015,0,relevant
592591638733586433,Mon Apr 27 07:30:31 +0000 2015,2,relevant
591903272845213696,Sat Apr 25 09:55:11 +0000 2015,0,relevant
591902965968965632,Sat Apr 25 09:53:58 +0000 2015,0,relevant
591902721856253953,Sat Apr 25 09:53:00 +0000 2015,0,relevant
591902841276530688,Sat Apr 25 09:53:29 +0000 2015,0,relevant
591903366327902209,Sat Apr 25 09:55:34 +0000 2015,0,relevant
591903291438600193,Sat Apr 25 09:55:16 +0000 2015,0,relevant
591903137058791424,Sat Apr 25 09:54:39 +0000 2015,0,relevant
592633341502881792,Mon Apr 27 10:16:13 +0000 2015,2,relevant
591903255073988608,Sat Apr 25 09:55:07 +0000 2015,0,relevant
592163229616381952,Sun Apr 26 03:08:10 +0000 2015,1,relevant
591921209681391616,Sat Apr 25 11:06:28 +0000 2015,0,relevant
591902711164973056,Sat Apr 25 09:52:58 +0000 2015,0,relevant
591903252578312192,Sat Apr 25 09:55:07 +0000 2015,0,relevant
591903077399195648,Sat Apr 25 09:54:25 +0000 2015,0,relevant
592720161179860993,Mon Apr 27 16:01:13 +0000 2015,2,relevant
591914280468877313,Sat Apr 25 10:38:56 +0000 2015,0,relevant
591903033245704193,Sat Apr 25 09:54:14 +0000 2015,0,relevant
591961929603620865,Sat Apr 25 13:48:16 +0000 2015,0,relevant
592074018875781120,Sat Apr 25 21:13:40 +0000 2015,0,relevant
592637187323252736,Mon Apr 27 10:31:30 +0000 2015,2,relevant
591902893491539968,Sat Apr 25 09:53:41 +0000 2015,0,relevant
591903086328696833,Sat Apr 25 09:54:27 +0000 2015,0,relevant
592173316636422144,Sun Apr 26 03:48:15 +0000 2015,1,relevant
592178505141522432,Sun Apr 26 04:08:52 +0000 2015,1,relevant
591903307477733376,Sat Apr 25 09:55:20 +0000 2015,0,relevant
591919702068236289,Sat Apr 25 11:00:28 +0000 2015,0,relevant
591910753151557632,Sat Apr 25 10:24:55 +0000 2015,0,relevant
591903360812482560,Sat Apr 25 09:55:32 +0000 2015,0,relevant
591921814118338560,Sat Apr 25 11:08:52 +0000 2015,0,relevant
592071818594226176,Sat Apr 25 21:04:56 +0000 2015,0,relevant
591911487679016960,Sat Apr 25 10:27:50 +0000 2015,0,relevant
592731418796646400,Mon Apr 27 16:45:57 +0000 2015,2,relevant
591902780245221376,Sat Apr 25 09:53:14 +0000 2015,0,relevant
591902834691416064,Sat Apr 25 09:53:27 +0000 2015,0,relevant
591903012341161984,Sat Apr 25 09:54:09 +0000 2015,0,relevant
591903091470925824,Sat Apr 25 09:54:28 +0000 2015,0,relevant
592592146525487104,Mon Apr 27 07:32:32 +0000 2015,2,relevant
591902795441242112,Sat Apr 25 09:53:18 +0000 2015,0,relevant
592085381752950785,Sat Apr 25 21:58:50 +0000 2015,0,relevant
591902750432071680,Sat Apr 25 09:53:07 +0000 2015,0,relevant
591903033992163328,Sat Apr 25 09:54:14 +0000 2015,0,relevant
592633289208299521,Mon Apr 27 10:16:01 +0000 2015,2,relevant
591903022403432448,Sat Apr 25 09:54:12 +0000 2015,0,relevant
591903269284380672,Sat Apr 25 09:55:11 +0000 2015,0,relevant
591902953893539841,Sat Apr 25 09:53:55 +0000 2015,0,relevant
591903239051694080,Sat Apr 25 09:55:03 +0000 2015,0,relevant
591902881554530304,Sat Apr 25 09:53:38 +0000 2015,0,relevant
592594369091399680,Mon Apr 27 07:41:22 +0000 2015,2,relevant
592594198471122945,Mon Apr 27 07:40:41 +0000 2015,2,relevant
592988884222382082,Tue Apr 28 09:49:01 +0000 2015,3,relevant
593221615909007361,Wed Apr 29 01:13:49 +0000 2015,4,relevant
591902831604539393,Sat Apr 25 09:53:26 +0000 2015,0,relevant
592087335208103936,Sat Apr 25 22:06:35 +0000 2015,0,relevant
591902878366826496,Sat Apr 25 09:53:37 +0000 2015,0,relevant
591903244785291264,Sat Apr 25 09:55:05 +0000 2015,0,relevant
591903254780350464,Sat Apr 25 09:55:07 +0000 2015,0,relevant
592841305383907328,Tue Apr 28 00:02:36 +0000 2015,3,relevant
591903356433485824,Sat Apr 25 09:55:31 +0000 2015,0,relevant
593245199469535232,Wed Apr 29 02:47:32 +0000 2015,4,relevant
591903355267485699,Sat Apr 25 09:55:31 +0000 2015,0,relevant
592070122820509696,Sat Apr 25 20:58:12 +0000 2015,0,relevant
592590503771656192,Mon Apr 27 07:26:00 +0000 2015,2,relevant
591902832900513794,Sat Apr 25 09:53:27 +0000 2015,0,relevant
592896192239038467,Tue Apr 28 03:40:42 +0000 2015,3,relevant
591902880153477120,Sat Apr 25 09:53:38 +0000 2015,0,relevant
591902735114444800,Sat Apr 25 09:53:03 +0000 2015,0,relevant
591902820766322688,Sat Apr 25 09:53:24 +0000 2015,0,relevant
592067758252232704,Sat Apr 25 20:48:48 +0000 2015,0,relevant
591964011979264000,Sat Apr 25 13:56:33 +0000 2015,0,relevant
591961195965448192,Sat Apr 25 13:45:21 +0000 2015,0,relevant
591902860121485312,Sat Apr 25 09:53:33 +0000 2015,0,relevant
591903210211708928,Sat Apr 25 09:54:57 +0000 2015,0,relevant
592592696218259456,Mon Apr 27 07:34:43 +0000 2015,2,relevant
592085622271148033,Sat Apr 25 21:59:47 +0000 2015,0,relevant
591912907819978753,Sat Apr 25 10:33:29 +0000 2015,0,relevant
591903889319796736,Sat Apr 25 09:57:38 +0000 2015,0,relevant
591902968875601920,Sat Apr 25 09:53:59 +0000 2015,0,relevant
592637959817465856,Mon Apr 27 10:34:34 +0000 2015,2,relevant
591916220699508736,Sat Apr 25 10:46:38 +0000 2015,0,relevant
591903115768639488,Sat Apr 25 09:54:34 +0000 2015,0,relevant
592687379711959041,Mon Apr 27 13:50:57 +0000 2015,2,relevant
591902761429692416,Sat Apr 25 09:53:10 +0000 2015,0,relevant
591915841714671616,Sat Apr 25 10:45:08 +0000 2015,0,relevant
592994044202119168,Tue Apr 28 10:09:32 +0000 2015,3,relevant
591902761354076160,Sat Apr 25 09:53:09 +0000 2015,0,relevant
591911077656551424,Sat Apr 25 10:26:12 +0000 2015,0,relevant
591968064155086848,Sat Apr 25 14:12:39 +0000 2015,0,relevant
592339185710706688,Sun Apr 26 14:47:21 +0000 2015,1,relevant
592973644197994496,Tue Apr 28 08:48:28 +0000 2015,3,relevant
592175702784479232,Sun Apr 26 03:57:44 +0000 2015,1,relevant
591902889049591808,Sat Apr 25 09:53:40 +0000 2015,0,relevant
591903131786551297,Sat Apr 25 09:54:38 +0000 2015,0,relevant
591903205774073856,Sat Apr 25 09:54:55 +0000 2015,0,relevant
592595594201460738,Mon Apr 27 07:46:14 +0000 2015,2,relevant
591903095895896064,Sat Apr 25 09:54:29 +0000 2015,0,relevant
592088728371204096,Sat Apr 25 22:12:07 +0000 2015,0,relevant
591903338955866112,Sat Apr 25 09:55:27 +0000 2015,0,relevant
591903019815542784,Sat Apr 25 09:54:11 +0000 2015,0,relevant
592669797588062208,Mon Apr 27 12:41:05 +0000 2015,2,relevant
591902967256592385,Sat Apr 25 09:53:59 +0000 2015,0,relevant
592701411772739587,Mon Apr 27 14:46:43 +0000 2015,2,relevant
591911437947248640,Sat Apr 25 10:27:38 +0000 2015,0,relevant
591910488285417472,Sat Apr 25 10:23:52 +0000 2015,0,relevant
593208583191420929,Wed Apr 29 00:22:02 +0000 2015,4,relevant
592076727410528256,Sat Apr 25 21:24:26 +0000 2015,0,relevant
592680924183175169,Mon Apr 27 13:25:18 +0000 2015,2,relevant
591902858909384704,Sat Apr 25 09:53:33 +0000 2015,0,relevant
591903076597911552,Sat Apr 25 09:54:25 +0000 2015,0,relevant
591903049624514560,Sat Apr 25 09:54:18 +0000 2015,0,relevant
591903316268814336,Sat Apr 25 09:55:22 +0000 2015,0,relevant
592915972937424896,Tue Apr 28 04:59:18 +0000 2015,3,relevant
591915020298096640,Sat Apr 25 10:41:52 +0000 2015,0,relevant
591903216205373440,Sat Apr 25 09:54:58 +0000 2015,0,relevant
592812929906581506,Mon Apr 27 22:09:51 +0000 2015,2,relevant
592757215855026176,Mon Apr 27 18:28:27 +0000 2015,2,relevant
592591437327269888,Mon Apr 27 07:29:43 +0000 2015,2,relevant
591903208596865024,Sat Apr 25 09:54:56 +0000 2015,0,relevant
591902818799345664,Sat Apr 25 09:53:23 +0000 2015,0,relevant
591908832336433153,Sat Apr 25 10:17:17 +0000 2015,0,relevant
592739324833181696,Mon Apr 27 17:17:22 +0000 2015,2,relevant
591903103743492096,Sat Apr 25 09:54:31 +0000 2015,0,relevant
592770496669810688,Mon Apr 27 19:21:14 +0000 2015,2,relevant
591903244747546625,Sat Apr 25 09:55:05 +0000 2015,0,relevant
591903404961595395,Sat Apr 25 09:55:43 +0000 2015,0,relevant
592663558921531392,Mon Apr 27 12:16:18 +0000 2015,2,relevant
591902880900120577,Sat Apr 25 09:53:38 +0000 2015,0,relevant
591915696998735872,Sat Apr 25 10:44:34 +0000 2015,0,relevant
591903335541657601,Sat Apr 25 09:55:26 +0000 2015,0,relevant
592793365156069376,Mon Apr 27 20:52:06 +0000 2015,2,relevant
591903046679957505,Sat Apr 25 09:54:18 +0000 2015,0,relevant
592639806909206528,Mon Apr 27 10:41:55 +0000 2015,2,relevant
591903361856765952,Sat Apr 25 09:55:33 +0000 2015,0,relevant
592681071948517377,Mon Apr 27 13:25:53 +0000 2015,2,relevant
592753653871697920,Mon Apr 27 18:14:18 +0000 2015,2,relevant
591903056993878018,Sat Apr 25 09:54:20 +0000 2015,0,relevant
591903310270988288,Sat Apr 25 09:55:20 +0000 2015,0,relevant
591903372271292416,Sat Apr 25 09:55:35 +0000 2015,0,relevant
592879690576228352,Tue Apr 28 02:35:08 +0000 2015,3,relevant
592073720690298881,Sat Apr 25 21:12:29 +0000 2015,0,relevant
591903089474547712,Sat Apr 25 09:54:28 +0000 2015,0,relevant
592155963374837761,Sun Apr 26 02:39:18 +0000 2015,1,relevant
591903097372311554,Sat Apr 25 09:54:30 +0000 2015,0,relevant
591903388817870848,Sat Apr 25 09:55:39 +0000 2015,0,relevant
591911610886807552,Sat Apr 25 10:28:19 +0000 2015,0,relevant
592633742742724608,Mon Apr 27 10:17:49 +0000 2015,2,relevant
591902815234101248,Sat Apr 25 09:53:22 +0000 2015,0,relevant
592129792633393154,Sun Apr 26 00:55:18 +0000 2015,1,relevant
591916216366800898,Sat Apr 25 10:46:37 +0000 2015,0,relevant
591902741913477120,Sat Apr 25 09:53:05 +0000 2015,0,relevant
592687921880260608,Mon Apr 27 13:53:06 +0000 2015,2,relevant
592792673817391104,Mon Apr 27 20:49:21 +0000 2015,2,relevant
592628393503514624,Mon Apr 27 09:56:34 +0000 2015,2,relevant
591912641511174144,Sat Apr 25 10:32:25 +0000 2015,0,relevant
591903074790215680,Sat Apr 25 09:54:24 +0000 2015,0,relevant
591903261956841472,Sat Apr 25 09:55:09 +0000 2015,0,relevant
591902954040365056,Sat Apr 25 09:53:55 +0000 2015,0,relevant
592075301770919936,Sat Apr 25 21:18:46 +0000 2015,0,relevant
591903356286730240,Sat Apr 25 09:55:31 +0000 2015,0,relevant
593181369284632576,Tue Apr 28 22:33:53 +0000 2015,3,relevant
591915011594911744,Sat Apr 25 10:41:50 +0000 2015,0,relevant
591963055484985344,Sat Apr 25 13:52:45 +0000 2015,0,relevant
591902792542855168,Sat Apr 25 09:53:17 +0000 2015,0,relevant
591902976559611904,Sat Apr 25 09:54:01 +0000 2015,0,relevant
591903220777127936,Sat Apr 25 09:54:59 +0000 2015,0,relevant
591918229985095680,Sat Apr 25 10:54:37 +0000 2015,0,relevant
591998563351146496,Sat Apr 25 16:13:50 +0000 2015,0,relevant
591902778970148864,Sat Apr 25 09:53:14 +0000 2015,0,relevant
592931120863252481,Tue Apr 28 05:59:29 +0000 2015,3,relevant
592895526514864129,Tue Apr 28 03:38:03 +0000 2015,3,relevant
592937076124815360,Tue Apr 28 06:23:09 +0000 2015,3,relevant
592593174670905344,Mon Apr 27 07:36:37 +0000 2015,2,relevant
592102247942770688,Sat Apr 25 23:05:51 +0000 2015,0,relevant
591903250003034112,Sat Apr 25 09:55:06 +0000 2015,0,relevant
591903102942507008,Sat Apr 25 09:54:31 +0000 2015,0,relevant
592609884434145281,Mon Apr 27 08:43:01 +0000 2015,2,relevant
592592087029186560,Mon Apr 27 07:32:18 +0000 2015,2,relevant
592593539189460993,Mon Apr 27 07:38:04 +0000 2015,2,relevant
592594539061252097,Mon Apr 27 07:42:02 +0000 2015,2,relevant
593243402587787264,Wed Apr 29 02:40:23 +0000 2015,4,relevant
592589292632973313,Mon Apr 27 07:21:11 +0000 2015,2,relevant
592827833887653891,Mon Apr 27 23:09:04 +0000 2015,2,relevant
591902775220436992,Sat Apr 25 09:53:13 +0000 2015,0,relevant
593220450890567680,Wed Apr 29 01:09:11 +0000 2015,4,relevant
591903204788441088,Sat Apr 25 09:54:55 +0000 2015,0,relevant
592592628438343680,Mon Apr 27 07:34:27 +0000 2015,2,relevant
591903266931367936,Sat Apr 25 09:55:10 +0000 2015,0,relevant
592639216258940928,Mon Apr 27 10:39:34 +0000 2015,2,relevant
591903619567325184,Sat Apr 25 09:56:34 +0000 2015,0,relevant
592702630377496577,Mon Apr 27 14:51:33 +0000 2015,2,relevant
592663709669072897,Mon Apr 27 12:16:54 +0000 2015,2,relevant
591910365455192064,Sat Apr 25 10:23:22 +0000 2015,0,relevant
592759253062045698,Mon Apr 27 18:36:33 +0000 2015,2,relevant
591903038891167745,Sat Apr 25 09:54:16 +0000 2015,0,relevant
592795281772703745,Mon Apr 27 20:59:43 +0000 2015,2,relevant
591903127642640384,Sat Apr 25 09:54:37 +0000 2015,0,relevant
591902802688913408,Sat Apr 25 09:53:19 +0000 2015,0,relevant
591903386724737024,Sat Apr 25 09:55:39 +0000 2015,0,relevant
591903085670215681,Sat Apr 25 09:54:27 +0000 2015,0,relevant
591903041848221697,Sat Apr 25 09:54:16 +0000 2015,0,relevant
591910393477365760,Sat Apr 25 10:23:29 +0000 2015,0,relevant
591963982644187136,Sat Apr 25 13:56:26 +0000 2015,0,relevant
592068594520887296,Sat Apr 25 20:52:07 +0000 2015,0,relevant
592934634041802753,Tue Apr 28 06:13:27 +0000 2015,3,relevant
591903278222299137,Sat Apr 25 09:55:13 +0000 2015,0,relevant
591903371738546177,Sat Apr 25 09:55:35 +0000 2015,0,relevant
591902711018233856,Sat Apr 25 09:52:57 +0000 2015,0,relevant
592073206120390656,Sat Apr 25 21:10:27 +0000 2015,0,relevant
592767695977914371,Mon Apr 27 19:10:06 +0000 2015,2,relevant
592182301125054464,Sun Apr 26 04:23:57 +0000 2015,1,relevant
592073335728668672,Sat Apr 25 21:10:58 +0000 2015,0,relevant
592945828349652992,Tue Apr 28 06:57:56 +0000 2015,3,relevant
591902954522681344,Sat Apr 25 09:53:56 +0000 2015,0,relevant
591903020394250240,Sat Apr 25 09:54:11 +0000 2015,0,relevant
591903201881784324,Sat Apr 25 09:54:55 +0000 2015,0,relevant
591903361147899905,Sat Apr 25 09:55:32 +0000 2015,0,relevant
592085517925101568,Sat Apr 25 21:59:22 +0000 2015,0,relevant
593151074086715392,Tue Apr 28 20:33:30 +0000 2015,3,relevant
592599791810400256,Mon Apr 27 08:02:54 +0000 2015,2,relevant
592100751280885760,Sat Apr 25 22:59:54 +0000 2015,0,relevant
592127348264144898,Sun Apr 26 00:45:35 +0000 2015,1,relevant
592671924418936832,Mon Apr 27 12:49:32 +0000 2015,2,relevant
591903116758372354,Sat Apr 25 09:54:34 +0000 2015,0,relevant
591906113408274432,Sat Apr 25 10:06:29 +0000 2015,0,relevant
591903320370913281,Sat Apr 25 09:55:23 +0000 2015,0,relevant
591903022797627393,Sat Apr 25 09:54:12 +0000 2015,0,relevant
591902711316111360,Sat Apr 25 09:52:58 +0000 2015,0,relevant
592845412551237634,Tue Apr 28 00:18:55 +0000 2015,3,relevant
592909696798949376,Tue Apr 28 04:34:22 +0000 2015,3,relevant
592643674946809856,Mon Apr 27 10:57:17 +0000 2015,2,relevant
591902854459183105,Sat Apr 25 09:53:32 +0000 2015,0,relevant
592589156372459522,Mon Apr 27 07:20:39 +0000 2015,2,relevant
591902997728235521,Sat Apr 25 09:54:06 +0000 2015,0,relevant
592075169599979521,Sat Apr 25 21:18:15 +0000 2015,0,relevant
591903291627458560,Sat Apr 25 09:55:16 +0000 2015,0,relevant
592088677704028160,Sat Apr 25 22:11:55 +0000 2015,0,relevant
592834020821577729,Mon Apr 27 23:33:39 +0000 2015,2,relevant
591902698254958592,Sat Apr 25 09:52:54 +0000 2015,0,relevant
592084565126225922,Sat Apr 25 21:55:35 +0000 2015,0,relevant
591902982658109441,Sat Apr 25 09:54:02 +0000 2015,0,relevant
592790383433797632,Mon Apr 27 20:40:15 +0000 2015,2,relevant
591963750967562240,Sat Apr 25 13:55:31 +0000 2015,0,relevant
592762022703562753,Mon Apr 27 18:47:33 +0000 2015,2,relevant
592068107155415040,Sat Apr 25 20:50:11 +0000 2015,0,relevant
592738214663815168,Mon Apr 27 17:12:57 +0000 2015,2,relevant
591903081228468224,Sat Apr 25 09:54:26 +0000 2015,0,relevant
591903259834494976,Sat Apr 25 09:55:08 +0000 2015,0,relevant
591902777330290688,Sat Apr 25 09:53:13 +0000 2015,0,relevant
592588910380904448,Mon Apr 27 07:19:40 +0000 2015,2,relevant
592672272072253441,Mon Apr 27 12:50:55 +0000 2015,2,relevant
591903210735992832,Sat Apr 25 09:54:57 +0000 2015,0,relevant
591902991231234048,Sat Apr 25 09:54:04 +0000 2015,0,relevant
591903032461262848,Sat Apr 25 09:54:14 +0000 2015,0,relevant
592834429233553408,Mon Apr 27 23:35:16 +0000 2015,2,relevant
591974966536609793,Sat Apr 25 14:40:05 +0000 2015,0,relevant
592199029389336579,Sun Apr 26 05:30:25 +0000 2015,1,relevant
591961049290571776,Sat Apr 25 13:44:46 +0000 2015,0,relevant
591902753347088385,Sat Apr 25 09:53:08 +0000 2015,0,relevant
591918332082655233,Sat Apr 25 10:55:02 +0000 2015,0,relevant
591903363475734528,Sat Apr 25 09:55:33 +0000 2015,0,relevant
591961222511075328,Sat Apr 25 13:45:28 +0000 2015,0,relevant
591915001503457280,Sat Apr 25 10:41:48 +0000 2015,0,relevant
591902848885006336,Sat Apr 25 09:53:30 +0000 2015,0,relevant
591903019693801472,Sat Apr 25 09:54:11 +0000 2015,0,relevant
592902169290022912,Tue Apr 28 04:04:27 +0000 2015,3,relevant
591903339157135360,Sat Apr 25 09:55:27 +0000 2015,0,relevant
591916018563354624,Sat Apr 25 10:45:50 +0000 2015,0,relevant
592201501830971392,Sun Apr 26 05:40:15 +0000 2015,1,relevant
592073527131529217,Sat Apr 25 21:11:43 +0000 2015,0,relevant
591902817280925697,Sat Apr 25 09:53:23 +0000 2015,0,relevant
592978712087388160,Tue Apr 28 09:08:36 +0000 2015,3,relevant
591902775648202753,Sat Apr 25 09:53:13 +0000 2015,0,relevant
592767697349431296,Mon Apr 27 19:10:06 +0000 2015,2,relevant
591902887636172800,Sat Apr 25 09:53:40 +0000 2015,0,relevant
592076593624920064,Sat Apr 25 21:23:54 +0000 2015,0,relevant
591902809559183360,Sat Apr 25 09:53:21 +0000 2015,0,relevant
592617255868862464,Mon Apr 27 09:12:18 +0000 2015,2,relevant
591903210014539777,Sat Apr 25 09:54:56 +0000 2015,0,relevant
592176393879846912,Sun Apr 26 04:00:29 +0000 2015,1,relevant
591960998275260417,Sat Apr 25 13:44:34 +0000 2015,0,relevant
591903362242646017,Sat Apr 25 09:55:33 +0000 2015,0,relevant
591902836092309505,Sat Apr 25 09:53:27 +0000 2015,0,relevant
592162818247364609,Sun Apr 26 03:06:32 +0000 2015,1,relevant
591903224782655488,Sat Apr 25 09:55:00 +0000 2015,0,relevant
592633915313119232,Mon Apr 27 10:18:30 +0000 2015,2,relevant
591903235926982656,Sat Apr 25 09:55:03 +0000 2015,0,relevant
592200961076154369,Sun Apr 26 05:38:06 +0000 2015,1,relevant
591985810066440192,Sat Apr 25 15:23:10 +0000 2015,0,relevant
592594710507560960,Mon Apr 27 07:42:43 +0000 2015,2,relevant
591995228044722177,Sat Apr 25 16:00:35 +0000 2015,0,relevant
591903068066742273,Sat Apr 25 09:54:23 +0000 2015,0,relevant
591902785060229120,Sat Apr 25 09:53:15 +0000 2015,0,relevant
591902802361745409,Sat Apr 25 09:53:19 +0000 2015,0,relevant
591913828733988864,Sat Apr 25 10:37:08 +0000 2015,0,relevant
592071405224656896,Sat Apr 25 21:03:17 +0000 2015,0,relevant
591902701904101377,Sat Apr 25 09:52:55 +0000 2015,0,relevant
591902741301174272,Sat Apr 25 09:53:05 +0000 2015,0,relevant
591906190529028096,Sat Apr 25 10:06:47 +0000 2015,0,relevant
592184341045772288,Sun Apr 26 04:32:03 +0000 2015,1,relevant
591907531829616640,Sat Apr 25 10:12:07 +0000 2015,0,relevant
592592963764658176,Mon Apr 27 07:35:47 +0000 2015,2,relevant
593151719854452736,Tue Apr 28 20:36:04 +0000 2015,3,relevant
592593107595722753,Mon Apr 27 07:36:21 +0000 2015,2,relevant
592639207513919488,Mon Apr 27 10:39:32 +0000 2015,2,relevant
592072929300512769,Sat Apr 25 21:09:21 +0000 2015,0,relevant
591921788956889089,Sat Apr 25 11:08:46 +0000 2015,0,relevant
591920477523812352,Sat Apr 25 11:03:33 +0000 2015,0,relevant
592636889691070465,Mon Apr 27 10:30:19 +0000 2015,2,relevant
591903240029138944,Sat Apr 25 09:55:04 +0000 2015,0,relevant
591903337001324544,Sat Apr 25 09:55:27 +0000 2015,0,relevant
591903393725087744,Sat Apr 25 09:55:40 +0000 2015,0,relevant
591903047892148224,Sat Apr 25 09:54:18 +0000 2015,0,relevant
592655737131814912,Mon Apr 27 11:45:13 +0000 2015,2,relevant
591903269447802880,Sat Apr 25 09:55:11 +0000 2015,0,relevant
591902835387674624,Sat Apr 25 09:53:27 +0000 2015,0,relevant
592085633629298688,Sat Apr 25 21:59:50 +0000 2015,0,relevant
591903261138944001,Sat Apr 25 09:55:09 +0000 2015,0,relevant
591903072537837568,Sat Apr 25 09:54:24 +0000 2015,0,relevant
591902727531155456,Sat Apr 25 09:53:01 +0000 2015,0,relevant
591903079852744704,Sat Apr 25 09:54:25 +0000 2015,0,relevant
592084807602962433,Sat Apr 25 21:56:33 +0000 2015,0,relevant
592599071333822464,Mon Apr 27 08:00:03 +0000 2015,2,relevant
591902950747807744,Sat Apr 25 09:53:55 +0000 2015,0,relevant
591963275409121282,Sat Apr 25 13:53:37 +0000 2015,0,relevant
591903044654137345,Sat Apr 25 09:54:17 +0000 2015,0,relevant
591902868682182656,Sat Apr 25 09:53:35 +0000 2015,0,relevant
591903069018857472,Sat Apr 25 09:54:23 +0000 2015,0,relevant
591962349952585728,Sat Apr 25 13:49:57 +0000 2015,0,relevant
592784507700404224,Mon Apr 27 20:16:54 +0000 2015,2,relevant
591903230365409280,Sat Apr 25 09:55:01 +0000 2015,0,relevant
592667649328467968,Mon Apr 27 12:32:33 +0000 2015,2,relevant
591902752277598208,Sat Apr 25 09:53:07 +0000 2015,0,relevant
591911255729786880,Sat Apr 25 10:26:55 +0000 2015,0,relevant
592591970259890176,Mon Apr 27 07:31:50 +0000 2015,2,relevant
591902813661188096,Sat Apr 25 09:53:22 +0000 2015,0,relevant
591915653113782272,Sat Apr 25 10:44:23 +0000 2015,0,relevant
591902741473005568,Sat Apr 25 09:53:05 +0000 2015,0,relevant
592663872181506050,Mon Apr 27 12:17:32 +0000 2015,2,relevant
592848044145664000,Tue Apr 28 00:29:22 +0000 2015,3,relevant
591903253253758978,Sat Apr 25 09:55:07 +0000 2015,0,relevant
592077463385219072,Sat Apr 25 21:27:22 +0000 2015,0,relevant
591903050144608257,Sat Apr 25 09:54:18 +0000 2015,0,relevant
591919961754447872,Sat Apr 25 11:01:30 +0000 2015,0,relevant
592652229372485632,Mon Apr 27 11:31:17 +0000 2015,2,relevant
591902727925571584,Sat Apr 25 09:53:02 +0000 2015,0,relevant
592704334699302912,Mon Apr 27 14:58:19 +0000 2015,2,relevant
591918468452061187,Sat Apr 25 10:55:34 +0000 2015,0,relevant
591903340671279104,Sat Apr 25 09:55:28 +0000 2015,0,relevant
592068088457076737,Sat Apr 25 20:50:07 +0000 2015,0,relevant
591903101793083392,Sat Apr 25 09:54:31 +0000 2015,0,relevant
591903310489092096,Sat Apr 25 09:55:20 +0000 2015,0,relevant
592732405859000322,Mon Apr 27 16:49:52 +0000 2015,2,relevant
592916186247122944,Tue Apr 28 05:00:09 +0000 2015,3,relevant
591960967388364801,Sat Apr 25 13:44:27 +0000 2015,0,relevant
591903352662855682,Sat Apr 25 09:55:30 +0000 2015,0,relevant
591902747487641600,Sat Apr 25 09:53:06 +0000 2015,0,relevant
591902697248333825,Sat Apr 25 09:52:54 +0000 2015,0,relevant
591902803716509696,Sat Apr 25 09:53:20 +0000 2015,0,relevant
591903023867133953,Sat Apr 25 09:54:12 +0000 2015,0,relevant
591912017914568704,Sat Apr 25 10:29:56 +0000 2015,0,relevant
591912051288576001,Sat Apr 25 10:30:04 +0000 2015,0,relevant
591920256739909632,Sat Apr 25 11:02:41 +0000 2015,0,relevant
591902753728827392,Sat Apr 25 09:53:08 +0000 2015,0,relevant
591903267531030532,Sat Apr 25 09:55:10 +0000 2015,0,relevant
591976978372169729,Sat Apr 25 14:48:04 +0000 2015,0,relevant
592889937076350979,Tue Apr 28 03:15:51 +0000 2015,3,relevant
592928629778067456,Tue Apr 28 05:49:36 +0000 2015,3,relevant
592833251208777729,Mon Apr 27 23:30:36 +0000 2015,2,relevant
593166056199483393,Tue Apr 28 21:33:02 +0000 2015,3,relevant
591903061095747584,Sat Apr 25 09:54:21 +0000 2015,0,relevant
591902884268126208,Sat Apr 25 09:53:39 +0000 2015,0,relevant
592702351993151488,Mon Apr 27 14:50:27 +0000 2015,2,relevant
592076222458306560,Sat Apr 25 21:22:26 +0000 2015,0,relevant
591903135234297856,Sat Apr 25 09:54:39 +0000 2015,0,relevant
592602356375810048,Mon Apr 27 08:13:06 +0000 2015,2,relevant
592276570636705792,Sun Apr 26 10:38:33 +0000 2015,1,relevant
591903088321040384,Sat Apr 25 09:54:27 +0000 2015,0,relevant
